Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
Population growth (annual %),SP.POP.GROW,Tajikistan,TJK,2.36385658944468
Population growth (annual %),SP.POP.GROW,Tanzania,TZA,2.98060939385811
Population growth (annual %),SP.POP.GROW,Thailand,THA,0.204609851692418
Population growth (annual %),SP.POP.GROW,Timor-Leste,TLS,1.93928707188808
Population growth (annual %),SP.POP.GROW,Togo,TGO,2.44351209316794
Population growth (annual %),SP.POP.GROW,Tonga,TON,0.09657445504329
Population growth (annual %),SP.POP.GROW,Trinidad and Tobago,TTO,0.351942101931713
Population growth (annual %),SP.POP.GROW,Tunisia,TUN,0.926946081730267
Population growth (annual %),SP.POP.GROW,Turkiye,TUR,1.42969688109789
Population growth (annual %),SP.POP.GROW,Turkmenistan,TKM,2.20552575085177
Population growth (annual %),SP.POP.GROW,Turks and Caicos Islands,TCA,3.79390439929271
Population growth (annual %),SP.POP.GROW,Tuvalu,TUV,-1.59388335810663
Population growth (annual %),SP.POP.GROW,Uganda,UGA,3.39132142318772
Population growth (annual %),SP.POP.GROW,Ukraine,UKR,-0.557746010589576
Population growth (annual %),SP.POP.GROW,United Arab Emirates,ARE,1.0545163442516
Population growth (annual %),SP.POP.GROW,United Kingdom,GBR,0.514596380840432
Population growth (annual %),SP.POP.GROW,United States,USA,0.515108555014533
Population growth (annual %),SP.POP.GROW,Uruguay,URY,0.0786838170441181
Population growth (annual %),SP.POP.GROW,Uzbekistan,UZB,1.80974442927918
Population growth (annual %),SP.POP.GROW,Vanuatu,VUT,2.33048915705222
Population growth (annual %),SP.POP.GROW,"Venezuela, RB",VEN,-2.96041293052007
Population growth (annual %),SP.POP.GROW,Viet Nam,VNM,0.968366698803348
Population growth (annual %),SP.POP.GROW,Virgin Islands (U.S.),VIR,-0.310759832621892
Population growth (annual %),SP.POP.GROW,West Bank and Gaza,PSE,2.51178246264674
Population growth (annual %),SP.POP.GROW,"Yemen, Rep.",YEM,2.96633475184571
Population growth (annual %),SP.POP.GROW,Zambia,ZMB,2.96162166175699
Population growth (annual %),SP.POP.GROW,Zimbabwe,ZWE,1.56353351552455
Surface area (sq. km),AG.SRF.TOTL.K2,Afghanistan,AFG,652860
Surface area (sq. km),AG.SRF.TOTL.K2,Albania,ALB,28750
Surface area (sq. km),AG.SRF.TOTL.K2,Algeria,DZA,2381740
Surface area (sq. km),AG.SRF.TOTL.K2,American Samoa,ASM,200
Surface area (sq. km),AG.SRF.TOTL.K2,Andorra,AND,470
Surface area (sq. km),AG.SRF.TOTL.K2,Angola,AGO,1246700
Surface area (sq. km),AG.SRF.TOTL.K2,Antigua and Barbuda,ATG,440
Surface area (sq. km),AG.SRF.TOTL.K2,Argentina,ARG,2780400
Surface area (sq. km),AG.SRF.TOTL.K2,Armenia,ARM,29740
Surface area (sq. km),AG.SRF.TOTL.K2,Aruba,ABW,180
Surface area (sq. km),AG.SRF.TOTL.K2,Australia,AUS,7741220
Surface area (sq. km),AG.SRF.TOTL.K2,Austria,AUT,83879
Surface area (sq. km),AG.SRF.TOTL.K2,Azerbaijan,AZE,86600
Surface area (sq. km),AG.SRF.TOTL.K2,"Bahamas, The",BHS,13880
Surface area (sq. km),AG.SRF.TOTL.K2,Bahrain,BHR,783
Surface area (sq. km),AG.SRF.TOTL.K2,Bangladesh,BGD,147570
Surface area (sq. km),AG.SRF.TOTL.K2,Barbados,BRB,430
Surface area (sq. km),AG.SRF.TOTL.K2,Belarus,BLR,207600
Surface area (sq. km),AG.SRF.TOTL.K2,Belgium,BEL,30689
Surface area (sq. km),AG.SRF.TOTL.K2,Belize,BLZ,22970
Surface area (sq. km),AG.SRF.TOTL.K2,Benin,BEN,114760
Surface area (sq. km),AG.SRF.TOTL.K2,Bermuda,BMU,4290
Surface area (sq. km),AG.SRF.TOTL.K2,Bhutan,BTN,38390
Surface area (sq. km),AG.SRF.TOTL.K2,Bolivia,BOL,1098580
Surface area (sq. km),AG.SRF.TOTL.K2,Bosnia and Herzegovina,BIH,51210
Surface area (sq. km),AG.SRF.TOTL.K2,Botswana,BWA,581730
Surface area (sq. km),AG.SRF.TOTL.K2,Brazil,BRA,8515770
Surface area (sq. km),AG.SRF.TOTL.K2,British Virgin Islands,VGB,150
Surface area (sq. km),AG.SRF.TOTL.K2,Brunei Darussalam,BRN,5770
Surface area (sq. km),AG.SRF.TOTL.K2,Bulgaria,BGR,111000
Surface area (sq. km),AG.SRF.TOTL.K2,Burkina Faso,BFA,274200
Surface area (sq. km),AG.SRF.TOTL.K2,Burundi,BDI,27830
Surface area (sq. km),AG.SRF.TOTL.K2,Cabo Verde,CPV,4030
Surface area (sq. km),AG.SRF.TOTL.K2,Cambodia,KHM,181040
Surface area (sq. km),AG.SRF.TOTL.K2,Cameroon,CMR,475440
Surface area (sq. km),AG.SRF.TOTL.K2,Canada,CAN,15640500
Surface area (sq. km),AG.SRF.TOTL.K2,Cayman Islands,CYM,264
Surface area (sq. km),AG.SRF.TOTL.K2,Central African Republic,CAF,622980
Surface area (sq. km),AG.SRF.TOTL.K2,Chad,TCD,1284000
Surface area (sq. km),AG.SRF.TOTL.K2,Channel Islands,CHI,198
Surface area (sq. km),AG.SRF.TOTL.K2,Chile,CHL,757244.88
Surface area (sq. km),AG.SRF.TOTL.K2,China,CHN,9562910
Surface area (sq. km),AG.SRF.TOTL.K2,Colombia,COL,1141750
Surface area (sq. km),AG.SRF.TOTL.K2,Comoros,COM,1861
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Dem. Rep.",COD,2344860
Surface area (sq. km),AG.SRF.TOTL.K2,"Congo, Rep.",COG,342000
Surface area (sq. km),AG.SRF.TOTL.K2,Costa Rica,CRI,51100
Surface area (sq. km),AG.SRF.TOTL.K2,Cote d'Ivoire,CIV,322460
Surface area (sq. km),AG.SRF.TOTL.K2,Croatia,HRV,88073
Surface area (sq. km),AG.SRF.TOTL.K2,Cuba,CUB,109880
Surface area (sq. km),AG.SRF.TOTL.K2,Curacao,CUW,444
Surface area (sq. km),AG.SRF.TOTL.K2,Cyprus,CYP,9250
Surface area (sq. km),AG.SRF.TOTL.K2,Czechia,CZE,78870.04
Surface area (sq. km),AG.SRF.TOTL.K2,Denmark,DNK,42920
Surface area (sq. km),AG.SRF.TOTL.K2,Djibouti,DJI,23200
Surface area (sq. km),AG.SRF.TOTL.K2,Dominica,DMA,750
Surface area (sq. km),AG.SRF.TOTL.K2,Dominican Republic,DOM,146839.463
Surface area (sq. km),AG.SRF.TOTL.K2,Ecuador,ECU,256370
Surface area (sq. km),AG.SRF.TOTL.K2,"Egypt, Arab Rep.",EGY,1001450
Surface area (sq. km),AG.SRF.TOTL.K2,El Salvador,SLV,21040
Surface area (sq. km),AG.SRF.TOTL.K2,Equatorial Guinea,GNQ,28050
Surface area (sq. km),AG.SRF.TOTL.K2,Eritrea,ERI,121668.106
Surface area (sq. km),AG.SRF.TOTL.K2,Estonia,EST,45340
Surface area (sq. km),AG.SRF.TOTL.K2,Ethiopia,ETH,1136243.1
Surface area (sq. km),AG.SRF.TOTL.K2,Faroe Islands,FRO,1396
Surface area (sq. km),AG.SRF.TOTL.K2,Fiji,FJI,18270
Surface area (sq. km),AG.SRF.TOTL.K2,Finland,FIN,338460
Surface area (sq. km),AG.SRF.TOTL.K2,France,FRA,549087
Surface area (sq. km),AG.SRF.TOTL.K2,French Polynesia,PYF,3471
Surface area (sq. km),AG.SRF.TOTL.K2,Gabon,GAB,267670
Surface area (sq. km),AG.SRF.TOTL.K2,"Gambia, The",GMB,11300
Surface area (sq. km),AG.SRF.TOTL.K2,Georgia,GEO,69700
Surface area (sq. km),AG.SRF.TOTL.K2,Germany,DEU,357580
Surface area (sq. km),AG.SRF.TOTL.K2,Ghana,GHA,238533
Surface area (sq. km),AG.SRF.TOTL.K2,Gibraltar,GIB,10
Surface area (sq. km),AG.SRF.TOTL.K2,Greece,GRC,131960
Surface area (sq. km),AG.SRF.TOTL.K2,Greenland,GRL,410450
Surface area (sq. km),AG.SRF.TOTL.K2,Grenada,GRD,340
Surface area (sq. km),AG.SRF.TOTL.K2,Guam,GUM,540
Surface area (sq. km),AG.SRF.TOTL.K2,Guatemala,GTM,108890
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea,GIN,245860
Surface area (sq. km),AG.SRF.TOTL.K2,Guinea-Bissau,GNB,36130
Surface area (sq. km),AG.SRF.TOTL.K2,Guyana,GUY,214970
Surface area (sq. km),AG.SRF.TOTL.K2,Haiti,HTI,27750
Surface area (sq. km),AG.SRF.TOTL.K2,Honduras,HND,112490
Surface area (sq. km),AG.SRF.TOTL.K2,"Hong Kong SAR, China",HKG,1110
Surface area (sq. km),AG.SRF.TOTL.K2,Hungary,HUN,93030
Surface area (sq. km),AG.SRF.TOTL.K2,Iceland,ISL,103000
Surface area (sq. km),AG.SRF.TOTL.K2,India,IND,3287260
Surface area (sq. km),AG.SRF.TOTL.K2,Indonesia,IDN,1916906.77
Surface area (sq. km),AG.SRF.TOTL.K2,"Iran, Islamic Rep.",IRN,1745150
Surface area (sq. km),AG.SRF.TOTL.K2,Iraq,IRQ,435050
Surface area (sq. km),AG.SRF.TOTL.K2,Ireland,IRL,70280
Surface area (sq. km),AG.SRF.TOTL.K2,Isle of Man,IMN,570
Surface area (sq. km),AG.SRF.TOTL.K2,Israel,ISR,22070
Surface area (sq. km),AG.SRF.TOTL.K2,Italy,ITA,302068
Surface area (sq. km),AG.SRF.TOTL.K2,Jamaica,JAM,10990
Surface area (sq. km),AG.SRF.TOTL.K2,Japan,JPN,377974
Surface area (sq. km),AG.SRF.TOTL.K2,Jordan,JOR,89318
Surface area (sq. km),AG.SRF.TOTL.K2,Kazakhstan,KAZ,2724902
Surface area (sq. km),AG.SRF.TOTL.K2,Kenya,KEN,580370
Surface area (sq. km),AG.SRF.TOTL.K2,Kiribati,KIR,810
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Dem. People's Rep.",PRK,120540
Surface area (sq. km),AG.SRF.TOTL.K2,"Korea, Rep.",KOR,100400
Surface area (sq. km),AG.SRF.TOTL.K2,Kosovo,XKX,..
Surface area (sq. km),AG.SRF.TOTL.K2,Kuwait,KWT,17820
Surface area (sq. km),AG.SRF.TOTL.K2,Kyrgyz Republic,KGZ,199949
Surface area (sq. km),AG.SRF.TOTL.K2,Lao PDR,LAO,236800
Surface area (sq. km),AG.SRF.TOTL.K2,Latvia,LVA,64594
Surface area (sq. km),AG.SRF.TOTL.K2,Lebanon,LBN,10450
Surface area (sq. km),AG.SRF.TOTL.K2,Lesotho,LSO,30360
Surface area (sq. km),AG.SRF.TOTL.K2,Liberia,LBR,111370
Surface area (sq. km),AG.SRF.TOTL.K2,Libya,LBY,1759540
Surface area (sq. km),AG.SRF.TOTL.K2,Liechtenstein,LIE,160
Surface area (sq. km),AG.SRF.TOTL.K2,Lithuania,LTU,65290
Surface area (sq. km),AG.SRF.TOTL.K2,Luxembourg,LUX,2590
Surface area (sq. km),AG.SRF.TOTL.K2,"Macao SAR, China",MAC,32.9
Surface area (sq. km),AG.SRF.TOTL.K2,North Macedonia,MKD,25710
Surface area (sq. km),AG.SRF.TOTL.K2,Madagascar,MDG,587295
Surface area (sq. km),AG.SRF.TOTL.K2,Malawi,MWI,118480
Surface area (sq. km),AG.SRF.TOTL.K2,Malaysia,MYS,330241
Surface area (sq. km),AG.SRF.TOTL.K2,Maldives,MDV,300
Surface area (sq. km),AG.SRF.TOTL.K2,Mali,MLI,1240190
Surface area (sq. km),AG.SRF.TOTL.K2,Malta,MLT,320
Surface area (sq. km),AG.SRF.TOTL.K2,Marshall Islands,MHL,180
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritania,MRT,1030700
Surface area (sq. km),AG.SRF.TOTL.K2,Mauritius,MUS,2007
Surface area (sq. km),AG.SRF.TOTL.K2,Mexico,MEX,1964380
Surface area (sq. km),AG.SRF.TOTL.K2,"Micronesia, Fed. Sts.",FSM,700
Surface area (sq. km),AG.SRF.TOTL.K2,Moldova,MDA,33850
Surface area (sq. km),AG.SRF.TOTL.K2,Monaco,MCO,74.92
Surface area (sq. km),AG.SRF.TOTL.K2,Mongolia,MNG,1564116
Surface area (sq. km),AG.SRF.TOTL.K2,Montenegro,MNE,13810
Surface area (sq. km),AG.SRF.TOTL.K2,Morocco,MAR,446550
Surface area (sq. km),AG.SRF.TOTL.K2,Mozambique,MOZ,799380
Surface area (sq. km),AG.SRF.TOTL.K2,Myanmar,MMR,676590
Surface area (sq. km),AG.SRF.TOTL.K2,Namibia,NAM,824290
Surface area (sq. km),AG.SRF.TOTL.K2,Nauru,NRU,20
Surface area (sq. km),AG.SRF.TOTL.K2,Nepal,NPL,147180
Surface area (sq. km),AG.SRF.TOTL.K2,Netherlands,NLD,41540
Surface area (sq. km),AG.SRF.TOTL.K2,New Caledonia,NCL,18580
Surface area (sq. km),AG.SRF.TOTL.K2,New Zealand,NZL,267710
Surface area (sq. km),AG.SRF.TOTL.K2,Nicaragua,NIC,130370
Surface area (sq. km),AG.SRF.TOTL.K2,Niger,NER,1267000
Surface area (sq. km),AG.SRF.TOTL.K2,Nigeria,NGA,923770
Surface area (sq. km),AG.SRF.TOTL.K2,Northern Mariana Islands,MNP,460
Surface area (sq. km),AG.SRF.TOTL.K2,Norway,NOR,625218
Surface area (sq. km),AG.SRF.TOTL.K2,Oman,OMN,309500
Surface area (sq. km),AG.SRF.TOTL.K2,Pakistan,PAK,796100
Surface area (sq. km),AG.SRF.TOTL.K2,Palau,PLW,460
Surface area (sq. km),AG.SRF.TOTL.K2,Panama,PAN,75320
Surface area (sq. km),AG.SRF.TOTL.K2,Papua New Guinea,PNG,462840
Surface area (sq. km),AG.SRF.TOTL.K2,Paraguay,PRY,406752
Surface area (sq. km),AG.SRF.TOTL.K2,Peru,PER,1285220
Surface area (sq. km),AG.SRF.TOTL.K2,Philippines,PHL,300000
Surface area (sq. km),AG.SRF.TOTL.K2,Poland,POL,312690
Surface area (sq. km),AG.SRF.TOTL.K2,Portugal,PRT,92230
Surface area (sq. km),AG.SRF.TOTL.K2,Puerto Rico (US),PRI,8870
Surface area (sq. km),AG.SRF.TOTL.K2,Qatar,QAT,11490
Surface area (sq. km),AG.SRF.TOTL.K2,Romania,ROU,238400
Surface area (sq. km),AG.SRF.TOTL.K2,Russian Federation,RUS,17098250
Surface area (sq. km),AG.SRF.TOTL.K2,Rwanda,RWA,26340
Surface area (sq. km),AG.SRF.TOTL.K2,Samoa,WSM,2840
Surface area (sq. km),AG.SRF.TOTL.K2,San Marino,SMR,60
Surface area (sq. km),AG.SRF.TOTL.K2,Sao Tome and Principe,STP,960
Surface area (sq. km),AG.SRF.TOTL.K2,Saudi Arabia,SAU,2149690
Surface area (sq. km),AG.SRF.TOTL.K2,Senegal,SEN,196710
Surface area (sq. km),AG.SRF.TOTL.K2,Serbia,SRB,88360
Surface area (sq. km),AG.SRF.TOTL.K2,Seychelles,SYC,460
Surface area (sq. km),AG.SRF.TOTL.K2,Sierra Leone,SLE,72300
Surface area (sq. km),AG.SRF.TOTL.K2,Singapore,SGP,726
Surface area (sq. km),AG.SRF.TOTL.K2,Sint Maarten (Dutch part),SXM,34
Surface area (sq. km),AG.SRF.TOTL.K2,Slovak Republic,SVK,49030
Surface area (sq. km),AG.SRF.TOTL.K2,Slovenia,SVN,20480
Surface area (sq. km),AG.SRF.TOTL.K2,Solomon Islands,SLB,28900
Surface area (sq. km),AG.SRF.TOTL.K2,"Somalia, Fed. Rep.",SOM,637660
Surface area (sq. km),AG.SRF.TOTL.K2,South Africa,ZAF,1219090
Surface area (sq. km),AG.SRF.TOTL.K2,South Sudan,SSD,646883
Surface area (sq. km),AG.SRF.TOTL.K2,Spain,ESP,505952.796
Surface area (sq. km),AG.SRF.TOTL.K2,Sri Lanka,LKA,65610
Surface area (sq. km),AG.SRF.TOTL.K2,St. Kitts and Nevis,KNA,260
Surface area (sq. km),AG.SRF.TOTL.K2,St. Lucia,LCA,620
Surface area (sq. km),AG.SRF.TOTL.K2,St. Martin (French part),MAF,50
Surface area (sq. km),AG.SRF.TOTL.K2,St. Vincent and the Grenadines,VCT,390
Surface area (sq. km),AG.SRF.TOTL.K2,Sudan,SDN,1878000
Surface area (sq. km),AG.SRF.TOTL.K2,Suriname,SUR,163820
Surface area (sq. km),AG.SRF.TOTL.K2,Eswatini,SWZ,17360
Surface area (sq. km),AG.SRF.TOTL.K2,Sweden,SWE,528860
Surface area (sq. km),AG.SRF.TOTL.K2,Switzerland,CHE,41290.7
Surface area (sq. km),AG.SRF.TOTL.K2,Syrian Arab Republic,SYR,185180
Surface area (sq. km),AG.SRF.TOTL.K2,Tajikistan,TJK,141380
Surface area (sq. km),AG.SRF.TOTL.K2,Tanzania,TZA,947300
Surface area (sq. km),AG.SRF.TOTL.K2,Thailand,THA,513120
Surface area (sq. km),AG.SRF.TOTL.K2,Timor-Leste,TLS,14870
Surface area (sq. km),AG.SRF.TOTL.K2,Togo,TGO,56790
Surface area (sq. km),AG.SRF.TOTL.K2,Tonga,TON,750
Surface area (sq. km),AG.SRF.TOTL.K2,Trinidad and Tobago,TTO,5130
Surface area (sq. km),AG.SRF.TOTL.K2,Tunisia,TUN,163610
Surface area (sq. km),AG.SRF.TOTL.K2,Turkiye,TUR,785350
Surface area (sq. km),AG.SRF.TOTL.K2,Turkmenistan,TKM,491209
Surface area (sq. km),AG.SRF.TOTL.K2,Turks and Caicos Islands,TCA,950
Surface area (sq. km),AG.SRF.TOTL.K2,Tuvalu,TUV,30
Surface area (sq. km),AG.SRF.TOTL.K2,Uganda,UGA,241550
Surface area (sq. km),AG.SRF.TOTL.K2,Ukraine,UKR,603550
Surface area (sq. km),AG.SRF.TOTL.K2,United Arab Emirates,ARE,98647.9
Surface area (sq. km),AG.SRF.TOTL.K2,United Kingdom,GBR,243610
Surface area (sq. km),AG.SRF.TOTL.K2,United States,USA,9831510
Surface area (sq. km),AG.SRF.TOTL.K2,Uruguay,URY,176220
Surface area (sq. km),AG.SRF.TOTL.K2,Uzbekistan,UZB,448924
Surface area (sq. km),AG.SRF.TOTL.K2,Vanuatu,VUT,12190
Surface area (sq. km),AG.SRF.TOTL.K2,"Venezuela, RB",VEN,912050
Surface area (sq. km),AG.SRF.TOTL.K2,Viet Nam,VNM,331310
Surface area (sq. km),AG.SRF.TOTL.K2,Virgin Islands (U.S.),VIR,350
Surface area (sq. km),AG.SRF.TOTL.K2,West Bank and Gaza,PSE,6020
Surface area (sq. km),AG.SRF.TOTL.K2,"Yemen, Rep.",YEM,527970
Surface area (sq. km),AG.SRF.TOTL.K2,Zambia,ZMB,752610
Surface area (sq. km),AG.SRF.TOTL.K2,Zimbabwe,ZWE,390760
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Afghanistan,AFG,47.1
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Albania,ALB,21.8
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Algeria,DZA,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,American Samoa,ASM,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Andorra,AND,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Angola,AGO,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Antigua and Barbuda,ATG,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Argentina,ARG,35.5
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Armenia,ARM,26.4
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Aruba,ABW,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Australia,AUS,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Austria,AUT,13.9
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Azerbaijan,AZE,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Bahamas, The",BHS,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Bahrain,BHR,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Bangladesh,BGD,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Barbados,BRB,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Belarus,BLR,5
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Belgium,BEL,14.1
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Belize,BLZ,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Benin,BEN,38.5
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Bermuda,BMU,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Bhutan,BTN,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Bolivia,BOL,37.2
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Bosnia and Herzegovina,BIH,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Botswana,BWA,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Brazil,BRA,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,British Virgin Islands,VGB,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Brunei Darussalam,BRN,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Bulgaria,BGR,23.8
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Burkina Faso,BFA,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Burundi,BDI,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Cabo Verde,CPV,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Cambodia,KHM,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Cameroon,CMR,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Canada,CAN,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Cayman Islands,CYM,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Central African Republic,CAF,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Chad,TCD,..
